男|甘肃|1985|同济大学（四平路）|本科在读|本科在读|材料科学与工程|本科大四学生|小学数学,初一初二数学,初一初二物理,初三数学,初三物理,|性格温和，有热情，做事认真稳重||小学数学,初一初二数学,初一初二物理,初三数学,初三物理,|||
男|安徽|1982|同济大学（其它）沪东|硕士在读|硕士在读|管理科学与工程|在读硕士生|初一初二英语,初一初二数学,初一初二物理,初一初二化学,初三英语,初三数学,初三物理,初三化学,高一高二数学,高一高二物理,高一高二化学,|||初一初二英语,初一初二数学,初一初二物理,初一初二化学,初三英语,初三数学,初三物理,初三化学,高一高二数学,高一高二物理,高一高二化学,|||
男|上海|1984|上海师范大学（徐汇）|本科在读|本科在读|英语师范|本科大四学生|初一初二英语,初三英语,高一高二英语,|英语基础较好现已通过专业四级英语考试成绩良好并开始接受教育学的课程||初一初二英语,初三英语,高一高二英语,|||
男|浙江|1981|辽宁石油化工大学|本科毕业|本科毕业|国际经济与贸易|外贸业务员|小学语文,小学数学,小学英语,初一初二语文,初一初二英语,初一初二数学,初一初二物理,初三语文,初三英语,初三数学,初三物理,初三化学,高一高二语文,高一高二英语,高一高二数学,高一高二化学,，|英语六级证书全国计算机网络三级||小学语文,小学数学,小学英语,初一初二语文,初一初二英语,初一初二数学,初一初二物理,初三语文,初三英语,初三数学,初三物理,初三化学,高一高二语文,高一高二英语,高一高二数学,高一高二化学,，|||
男|安徽|1981|上海师范大学|硕士在读|硕士在读|美术学装饰艺术设计|在读硕士生|精准普通话,美术,卡通画,西洋画,游泳,|擅长美术，漫画卡通，有责任心，工作能力强。英语4级，计算机1级，漫画获安徽大学生漫画大赛入围奖||精准普通话,美术,卡通画,西洋画,游泳,|||
男|上海|1983-12|上海师范大学（徐汇）|本科在读|本科在读|统计学（数学系）|本科大四学生|初一初二数学,初一初二化学,小学奥数,初一初二英语,初三英语,初三数学,上海话,初级英语口语,初级新概念英语,计算机基本操作,初级数据库,网球,|数学系学生，英语较好。已过6级||初一初二数学,初一初二化学,小学奥数,初一初二英语,初三英语,初三数学,上海话,初级英语口语,初级新概念英语,计算机基本操作,初级数据库,网球,|||
男|浙江|1981|东华大学（长宁）|硕士在读|硕士在读|历史|在读硕士生|小学语文,小学数学,小学英语,初一初二语文,初一初二英语,初一初二数学,初三语文,初三英语,初三数学,高一高二语文,高一高二英语,高一高二数学,高三语文,高三英语,高三数学,|||小学语文,小学数学,小学英语,初一初二语文,初一初二英语,初一初二数学,初三语文,初三英语,初三数学,高一高二语文,高一高二英语,高一高二数学,高三语文,高三英语,高三数学,|||
男|湖北|1983|上海外国语大学|本科毕业|本科毕业|法语语言文学|责任编辑|初级法语,高级法语,|||初级法语,高级法语,|||
女|福建|1984|东华大学（松江）|本科在读|本科在读|纺织工程|本科大三学生|初一初二语文,初一初二英语,初一初二数学,初一初二物理,初三语文,初三英语,初三数学,初三物理,初三化学,高一高二语文,高一高二数学,高一高二物理,高一高二化学,高三语文,高考心里辅导,小学语文,客家话|毕业于重点高中，曾多次获得奥林匹克作文大赛、全国语文报杯作文大赛，及其他作文赛奖项。曾在《中学生语文报》上发表文章。曾参加生物、化学、物理奥赛。中学时成绩名列前茅，中考总分全县第七，高考语文单科全县第三。性格活泼开朗，沟通能力强，中学曾担任节目主持、活动策划等 大一获东华大学学习优秀奖学金、社会工作优秀奖学金、周承佑奖学金||初一初二语文,初一初二英语,初一初二数学,初一初二物理,初三语文,初三英语,初三数学,初三物理,初三化学,高一高二语文,高一高二数学,高一高二物理,高一高二化学,高三语文,高考心里辅导,小学语文,客家话|||
女|上海|1986|上海对外贸易学院（松江）|本科在读|本科在读|商务日语|本科大三学生|吉它,初级日语,英语四级,英语六级,初级英语口语,初级新概念英语,上海话,精准普通话,高一高二英语,初三英语,初一初二英语,小学英语,|语言水平较强，有显著优势。||吉它,初级日语,英语四级,英语六级,初级英语口语,初级新概念英语,上海话,精准普通话,高一高二英语,初三英语,初一初二英语,小学英语,|||
女|山西|1983|上海交通大学（医学院）|硕士在读|硕士在读|儿科学|在读硕士生|小学语文,小学数学,小学英语,|||小学语文,小学数学,小学英语,|||
男|河北|1979|东华大学（长宁）|硕士在读|硕士在读|机械|在读硕士生|小学数学,小学奥数,初一初二数学,初一初二物理,初三物理,|||小学数学,小学奥数,初一初二数学,初一初二物理,初三物理,|||
男|福建|1984|中国美术学院（张江）|本科在读|本科在读|工业设计|本科大四学生|美术,摄影,|||美术,摄影,|||
男|山东|1980|上海对外贸易学院（古北）|硕士在读|硕士在读|国际贸易学|在读硕士生|初三数学,初三英语,高一高二英语,高一高二化学,高三化学,|||初三数学,初三英语,高一高二英语,高一高二化学,高三化学,|||
男|安徽|1973|上海师范大学|硕士在读|硕士在读|英语|离职高中教师|小学语文,小学数学,小学英语,初一初二语文,初一初二英语,初一初二数学,初三语文,初三英语,|教学认真负责，教风严谨。||小学语文,小学数学,小学英语,初一初二语文,初一初二英语,初一初二数学,初三语文,初三英语,|英语|10|中学一级教师
男|江西|1987|上海大学（宝山）|本科在读|本科在读|机械电子工程|本科大三学生|高一高二数学,高一高二物理,高三物理,高三数学,高一高二化学,初三数学,初三物理,高等数学,|数理化学科比较好,曾荣获全是数学竞赛二等奖，高中时期被评为学校三好学生，文明学生。||高一高二数学,高一高二物理,高三物理,高三数学,高一高二化学,初三数学,初三物理,高等数学,|||
女|上海|1986|东华大学（松江）|本科在读|本科在读|服装设计|本科大二学生|小学语文,小学数学,小学英语,初一初二英语,中考心里辅导,摄影,美术,古筝,初一初二语文,初一初二数学,初三英语,高一高二英语,初三语文,上海话,初级新概念英语,英语四级,|古筝4级书画5级英语4级（曾获书评一句话3等奖小学班级练字比赛2等奖参加过兰心大剧院的演出）||小学语文,小学数学,小学英语,初一初二英语,中考心里辅导,摄影,美术,古筝,初一初二语文,初一初二数学,初三英语,高一高二英语,初三语文,上海话,初级新概念英语,英语四级,|||
男|江苏|1987|同济大学（真南路）|本科在读|本科在读|软件工程|本科大二学生|初一初二化学,初一初二数学,初一初二物理,初三化学,中考心里辅导,高一高二数学,高一高二物理,高一高二化学,高三数学,高三化学,高考心里辅导,计算机基本操作,|天星教育网在职教师版主，即使掌握最新高考动态，参加过中学学科网教辅的编写，网上搜索有多篇论文。高中曾兼职学校数学竞赛教练和数学代课教师职务，有网络教育和家教的经验。曾获得市数学物理化学竞赛二等奖、江苏省化学竞赛三等奖、全国数学联赛二等奖和无锡市三好学生。化学、数学课程知识极为扎实。现在是学院学生会干事和班级的团支部书记。||初一初二化学,初一初二数学,初一初二物理,初三化学,中考心里辅导,高一高二数学,高一高二物理,高一高二化学,高三数学,高三化学,高考心里辅导,计算机基本操作,|||
女|浙江|1984|华东理工大学|本科在读|本科在读|工业设计|本科大四学生|小学语文,初一初二语文,初三语文,中考心里辅导,高考心里辅导,精准普通话,美术,卡通画,卡拉OK/歌咏,计算机基本操作,图像处理软件,中国象棋,游泳,乒乓球,羽毛球,陪聊，陪玩，陪逛|美术优秀，曾经是浙江省美术联考第一名！对事热诚，有耐心．||小学语文,初一初二语文,初三语文,中考心里辅导,高考心里辅导,精准普通话,美术,卡通画,卡拉OK/歌咏,计算机基本操作,图像处理软件,中国象棋,游泳,乒乓球,羽毛球,陪聊，陪玩，陪逛|||
女|上海|1982|上海大学|本科毕业|本科毕业|电子信息工程|工作者|小学英语,小学数学,初一初二英语,初一初二数学,初三英语,初三数学,初三语文,初一初二化学,高一高二英语,高三英语,高等数学,精准普通话,初级英语口语,初级新概念英语,初级牛津英语,英语四级,|中共党员，口头能力表达强，大学期间学过播音，有普通话等级证书，善于与人沟通，大学期间担任学生干部，多次担任英语数学家教，有丰富的家教经验||小学英语,小学数学,初一初二英语,初一初二数学,初三英语,初三数学,初三语文,初一初二化学,高一高二英语,高三英语,高等数学,精准普通话,初级英语口语,初级新概念英语,初级牛津英语,英语四级,|||
女|湖南|1985|同济大学（四平路）|本科在读|本科在读|广播电视编导|本科大四学生|小学语文,小学数学,小学奥数,初一初二语文,初一初二英语,中考心里辅导,高一高二语文,高考心里辅导,摄影,小学英语,高中政治,历史|||小学语文,小学数学,小学奥数,初一初二语文,初一初二英语,中考心里辅导,高一高二语文,高考心里辅导,摄影,小学英语,高中政治,历史|||
